title,author,rating,voters,price,publisher,page_count,published_date
"The Complete Works of William Shakespeare: All 213 Plays, Poems, Sonnets, Apocryphal Plays + The Biography: The Life of William Shakespeare by Sidney Lee: Hamlet - Romeo and Juliet - King Lear - A Midsummer Night’s Dream - Macbeth - The Tempest - Othello and many more",William Shakespeare,4.7,6,4.17,e-artnow,1424,27-Feb-14
Darksiders: The Abomination Vault: A Novel,Ari Marmell,4.5,485,57.3,Del Rey,368,24-Jul-12
Principles: Life and Work,Ray Dalio,4.7,78,59.03,Simon and Schuster,592,19-Sep-17
One Small Step Can Change Your Life: The Kaizen Way,Robert Maurer,4.4,186,39.19,Workman Publishing,228,22-Apr-14
The Art of War (The Classic Lionel Giles Translation),Sun Tzu,4.6,24,4.17,e-artnow,80,2-Jun-12
A Crown of Swords: Book Seven of 'The Wheel of Time',Robert Jordan,4.6,407,33.42,Macmillan,688,20-Apr-10
Once Missed (A Riley Paige Mystery—Book 16),Blake Pierce,4.4,14,31.47,Blake Pierce,250,29-Oct-19
I Am Pilgrim: The bestselling Richard & Judy Book Club pick,Terry Hayes,4.4,1130,49.92,Random House,704,18-Jul-13
The Shadow Rising: Book Four of 'The Wheel of Time',Robert Jordan,4.7,567,33.42,Tor Books,704,19-Jan-10
The Last Wife: An absolutely gripping and emotional page turner with a brilliant twist,Nicola Marsh,4.7,7,14.96,Bookouture,358,11-Oct-19
"Prince of Thorns (The Broken Empire, Book 1)",Mark Lawrence,4.2,408,24.94,HarperCollins UK,416,4-Aug-11
Indistractable: How to Control Your Attention and Choose Your Life,Nir Eyal,5,2,69.24,Bloomsbury Publishing,400,17-Oct-19
The Call of Cthulhu,H. P. Lovecraft,4.9,14,3.71,BookRix,49,17-Oct-18
In Dark Company: A Kate Burkholder Short Story,Linda Castillo,4.3,6,6.64,Minotaur Books,60,29-May-18
A Trace of Crime (a Keri Locke Mystery--Book #4),Blake Pierce,4.7,62,18.72,Blake Pierce,250,20-Oct-17
Becoming Steve Jobs: The Evolution of a Reckless Upstart into a Visionary Leader,Brent Schlender,4.6,36,70.88,Crown Business,464,24-Mar-15
Maigret Goes to School,Georges Simenon,4,1,47.78,Penguin,176,2-Jan-18
Freakonomics Rev Ed: A Rogue Economist Explores the Hidden Side of Everything,Steven D. Levitt,3.8,4532,88.69,Harper Collins,336,17-Feb-10
Summary: Think and Grow Rich,Nine99 Innovation Lab,,,3.94,Nine99 Innovation Lab (OPC) Pvt Ltd,14,1-Jul-19
Death in an Elegant City: An English Village Murder Mystery,Sara Rosett,3.9,7,19.65,Sara Rosett,254,30-Apr-16
Business Strategy (The Brian Tracy Success Library),Brian Tracy,,,38.33,AMACOM,112,29-Apr-15
Bring Me Back,B A Paris,3.8,124,30.71,HarperCollins UK,368,8-Mar-18
Shall We Tell the President?,Jeffrey Archer,4.5,47,41.82,Pan Macmillan,200,1-Apr-11
"The Lord of the Rings: The Fellowship of the Ring, The Two Towers, The Return of the King",J. R. R. Tolkien,4.6,1105,81.87,HarperCollins UK,1216,20-Apr-09
The Secrets of Saving and Investing with Alvin Hall: Simple Strategies to Make Your Money Go Further,Alvin Hall,3.7,23,3.9,Hachette UK,30,29-Jan-15
Rogues,George R. R. Martin,4.1,127,52.54,Bantam,832,17-Jun-14
The Guardians: A Novel,John Grisham,4.5,60,71.63,Doubleday,384,15-Oct-19
The Daylight War: Book Three of The Demon Cycle,Peter V. Brett,4.6,861,35.4,Del Rey,656,12-Feb-13
"Business Process Management: Concepts, Languages, Architectures, Edition 2",Mathias Weske,2.5,2,265.39,Springer Science & Business Media,404,3-May-12
"A Game of Thrones: The Story Continues Books 1-5: A Game of Thrones, A Clash of Kings, A Storm of Swords, A Feast for Crows, A Dance with Dragons (A Song of Ice and Fire)",George R.R. Martin,4.5,751,88.06,HarperCollins UK,4544,15-Mar-12
I Am Pilgrim: The bestselling Richard & Judy Book Club pick,Terry Hayes,4.4,1130,49.92,Random House,704,18-Jul-13
Leadership 101: What Every Leader Needs to Know,John C. Maxwell,4.4,5,32.48,HarperCollins Leadership,128,8-Sep-02
Principles: Life and Work,Ray Dalio,4.7,78,59.03,Simon and Schuster,592,19-Sep-17
The Art of Thinking Clearly,Rolf Dobelli,4.3,72,7.84,Harper Collins,384,6-May-14
The Weight of Honor (Kings and Sorcerers--Book 3),Morgan Rice,4.4,591,18.72,Morgan Rice,250,1-Jul-15
We,Yevgeny Zamyatin,4.3,49,7.13,Pan,226,15-Jan-13
No One Is Too Small to Make a Difference,Greta Thunberg,5,2,38.18,Penguin,112,12-Nov-19
"Goals!: How to Get Everything You Want -- Faster Than You Ever Thought Possible, Edition 2",Brian Tracy,4.3,84,86.45,Berrett-Koehler Publishers,288,9-Aug-10
My Little Pony: Friendship is Magic #83,Thom Zahler,5,3,7.84,IDW Publishing,30,16-Oct-19
Her Royal Spyness,Rhys Bowen,3.8,103,31.46,Penguin,336,1-Jul-08
Leadership 101: What Every Leader Needs to Know,John C. Maxwell,4.4,5,32.48,HarperCollins Leadership,128,8-Sep-02
"The Girl in the Spider's Web: A Lisbeth Salander novel, continuing Stieg Larsson's Millennium Series",David Lagercrantz,4.1,445,39.34,Vintage Crime/Black Lizard,416,1-Sep-15
The Neatest Little Guide to Stock Market Investing: Fifth Edition,Jason Kelly,4.1,57,62.1,Penguin,336,24-Dec-12
The Raven,Edgar Allan Poe,3.9,32771,0,Simon and Schuster,32,26-Aug-13
Marketing (The Brian Tracy Success Library),Brian Tracy,,,29.4,AMACOM,112,11-Jun-14
Moby Dick. Illustrated edition,Melville Herman,5,3,0.17,Strelbytskyy Multimedia Publishing,771,28-Feb-18
The Queen of Nothing (The Folk of the Air #3),Holly Black,5,11,36.86,Bonnier Zaffre Ltd.,448,19-Nov-19
Personal Success (The Brian Tracy Success Library),Brian Tracy,,,29.4,AMACOM,112,6-Jan-16
The Secrets of Saving and Investing with Alvin Hall: Simple Strategies to Make Your Money Go Further,Alvin Hall,3.7,23,3.9,Hachette UK,30,29-Jan-15
15 Delicious Slow Cooker Recipes,Sallie Stone,5,3,0,BookRix,18,28-Oct-19
The Punisher Vol. 1: Black and White,Natahan Edmondson,4.5,102,70.85,Marvel Entertainment,136,20-Aug-14
Selling 101: What Every Successful Sales Professional Needs to Know,Zig Ziglar,3.8,4,29.55,HarperCollins Leadership,112,1-Apr-03
Good to Great: Why Some Companies Make the Leap...And Others Don't,Jim Collins,4.3,255,96.12,Harper Collins,320,19-Jul-11
Find Me: A Novel,André Aciman,4.7,38,46.88,"Farrar, Straus and Giroux",272,29-Oct-19
10 Ways to be less consumerist,James Fries,,,4.43,EDITORA BIBLIOMUNDI SERVIÇOS DIGITAIS LTDA,15,21-Nov-19
The Empty Nest: An unputdownably gripping psychological thriller,Sue Watson,4.7,7,3.71,Bookouture,357,1-Nov-19
In Dark Company: A Kate Burkholder Short Story,Linda Castillo,4.3,6,6.64,Minotaur Books,60,29-May-18
Marvel Universe Vs. The Punisher: Volume 1,Jonathan Maberry,4.2,661,27.53,Marvel Entertainment,112,5-Jan-11
A Trace of Crime (a Keri Locke Mystery--Book #4),Blake Pierce,4.7,62,18.72,Blake Pierce,250,20-Oct-17
War and Peace: With bonus material from Give War and Peace A Chance by Andrew D. Kaufman,Leo Tolstoy,4.3,1354,0,Simon and Schuster,1400,8-Apr-14
Permanent Record,Edward Snowden,4.6,56,49.58,Metropolitan Books,352,17-Sep-19
Wedge's Gamble: Star Wars Legends (X-Wing),Michael A. Stackpole,4.5,87,31.46,Del Rey,368,28-Jun-11
Auberon,James S. A. Corey,4.7,15,11.78,Hachette UK,112,12-Nov-19
Young Justice Vol. 1,Art Baltazar,4.1,818,39.34,DC,164,17-Jan-12
In Dark Company: A Kate Burkholder Short Story,Linda Castillo,4.3,6,6.64,Minotaur Books,60,29-May-18
Wedge's Gamble: Star Wars Legends (X-Wing),Michael A. Stackpole,4.5,87,31.46,Del Rey,368,28-Jun-11
Green Lantern: Secret Origin,Geoff Johns,4.6,45,59.03,DC,194,12-Apr-11
Antiques Knock-Off,Barbara Allan,4.3,9,73.67,Kensington Publishing Corp.,240,1-Apr-12
"The Power of Focus: How to Hit Your Business, Personal and Financial Targets with Confidence and Certainty",Jack Canfield,4.7,13,72.16,Random House,368,30-Sep-13
The Mysterious Affair at Styles,Agatha Christie,4.4,8,8.7,HarperCollins UK,208,17-Jan-13
"A Game of Thrones: The Story Continues Books 1-5: A Game of Thrones, A Clash of Kings, A Storm of Swords, A Feast for Crows, A Dance with Dragons (A Song of Ice and Fire)",George R.R. Martin,4.5,751,88.06,HarperCollins UK,4544,15-Mar-12
"The Girl in the Spider's Web: A Lisbeth Salander novel, continuing Stieg Larsson's Millennium Series",David Lagercrantz,4.1,445,39.34,Vintage Crime/Black Lizard,416,1-Sep-15
The Black Box,Michael Connelly,4,85,43.28,Hachette UK,448,22-Nov-12
Start Day Trading Now: A Quick and Easy Introduction to Making Money While Managing Your Risk,Michael Sincere,5,2,47.22,Simon and Schuster,224,18-Feb-11
The Hitchhiker's Guide to the Galaxy: 42nd Anniversary Edition,Douglas Adams,4.6,100,32.51,Pan Macmillan,245,1-Sep-09
How To Win Friends and Influence People,Dale Carnegie,4.3,6615,51.15,Simon and Schuster,320,24-Aug-10
Kingdom Of Strangers,Zoe Ferraris,4.5,10,39.34,Hachette UK,368,7-Jun-12
Invincible #118,Robert Kirkman,4,1365,3.9,Image Comics,32,25-Mar-15
War and Peace: With bonus material from Give War and Peace A Chance by Andrew D. Kaufman,Leo Tolstoy,4.3,1354,0,Simon and Schuster,1400,8-Apr-14
Night of the Bold (Kings and Sorcerers--Book 6),Morgan Rice,4.3,283,22.47,Morgan Rice,250,6-Nov-15
Eeny Meeny: DI Helen Grace 1,M. J. Arlidge,4.2,278,42.16,Penguin UK,464,8-May-14
The Secrets of Saving and Investing with Alvin Hall: Simple Strategies to Make Your Money Go Further,Alvin Hall,3.7,23,3.9,Hachette UK,30,29-Jan-15
Selling 101: What Every Successful Sales Professional Needs to Know,Zig Ziglar,3.8,4,29.55,HarperCollins Leadership,112,1-Apr-03
HR from the Outside In: Six Competencies for the Future of Human Resources,David Ulrich,3.6,5,133.9,McGraw Hill Professional,272,20-Jul-12
The Marine's E-Mail Order Bride: Heroes of Chance Creek Volume 4,Cora Seton,4.7,127,15.72,One Acre Press,300,7-Jan-15
Platform Revolution: How Networked Markets Are Transforming the Economy—and How to Make Them Work for You,Geoffrey G. Parker,4.5,13,70.7,W. W. Norton & Company,256,28-Mar-16
Martha Stewart's Cookie Perfection: 100+ Recipes to Take Your Sweet Treats to the Next Level: A Baking Book,Editors of Martha Stewart Living,,,66.87,Clarkson Potter,256,15-Oct-19
Batman: Earth One,Geoff Johns,4.4,634,59.03,DC,146,10-Jul-12
Once Missed (A Riley Paige Mystery—Book 16),Blake Pierce,4.4,14,31.47,Blake Pierce,250,29-Oct-19
Furies of Calderon,Jim Butcher,4.7,142,14.29,Penguin,672,28-Jun-05
Injustice: Gods Among Us Year One - The Complete Collection: Issues 1-12,Tom Taylor,4.7,391,98.42,DC,400,8-Mar-16
'Salem's Lot,Stephen King,4.4,247,55.1,Hachette UK,300,11-Dec-08
"Shadowbred: The Twilight War, Book 1",Paul S. Kemp,4.6,25,27.53,Wizards of the Coast,352,21-Apr-10
The Art of Super Mario Odyssey,Nintendo,3.9,9,133.85,Dark Horse Comics,368,5-Nov-19
We,Yevgeny Zamyatin,4.3,49,7.13,Pan,226,15-Jan-13
The Art of War (The Classic Lionel Giles Translation),Sun Tzu,4.6,24,4.17,e-artnow,80,2-Jun-12
The Magic of Thinking Big,David J. Schwartz,4.6,244,66.87,Penguin,256,2-Dec-14
The Man in the High Castle,Philip K. Dick,4,624,55.17,Houghton Mifflin Harcourt,272,24-Jan-12
The Hitchhiker's Guide to the Galaxy: 42nd Anniversary Edition,Douglas Adams,4.6,100,32.51,Pan Macmillan,245,1-Sep-09
"The Painted Man (The Demon Cycle, Book 1)",Peter V. Brett,4.5,577,28.54,HarperCollins UK,544,8-Jan-09
Secrets of the Millionaire Mind: Mastering the Inner Game of Wealth,T. Harv Eker,4.6,352,3.9,Harper Collins,224,13-Oct-09
Batman: Arkham Unhinged Vol. 1,Derek Fridolfs,4,69,59.03,DC,160,13-Aug-13
Rework,Jason Fried,4.1,3650,71.63,Currency,288,9-Mar-10
"Prince of Thorns (The Broken Empire, Book 1)",Mark Lawrence,4.2,408,24.94,HarperCollins UK,416,4-Aug-11
One Small Step Can Change Your Life: The Kaizen Way,Robert Maurer,4.4,186,39.19,Workman Publishing,228,22-Apr-14
The Guardians: The explosive new thriller from international bestseller John Grisham,John Grisham,,,98.42,Hachette UK,384,15-Oct-19
Find Me: A TOP TEN SUNDAY TIMES BESTSELLER,André Aciman,4.6,13,42.16,Faber & Faber,256,29-Oct-19
Leadership 101: What Every Leader Needs to Know,John C. Maxwell,4.4,5,32.48,HarperCollins Leadership,128,8-Sep-02
Predictably Irrational: The Hidden Forces that Shape Our Decisions,Dan Ariely,4,3695,29.21,HarperCollins UK,304,6-Mar-09
Business Strategy (The Brian Tracy Success Library),Brian Tracy,,,38.33,AMACOM,112,29-Apr-15
Shattered Bonds,Faith Hunter,4.8,13,31.46,Penguin,400,29-Oct-19
Shantaram,Gregory David Roberts,4.5,499,55.1,Hachette UK,944,28-Jun-12
Batman: Arkham Knight Vol. 3,Peter J. Tomasi,4.3,61,98.42,DC,200,12-Jul-16
Edgedancer: From the Stormlight Archive,Brandon Sanderson,4.8,221,36.79,Tor Books,226,17-Oct-17
The Law of Success in Sixteen Lessons,Napoleon Hill,4.7,97,7.84,Simon and Schuster,547,20-May-13
Shantaram,Gregory David Roberts,4.5,499,55.1,Hachette UK,944,28-Jun-12
"Mini Habits: Smaller Habits, Bigger Results",Stephen Guise,4.6,66,23.59,Selective Entertainment LLC,126,22-Dec-13
Rework,Jason Fried,4.1,3650,71.63,Currency,288,9-Mar-10
The Hitchhiker's Guide to the Galaxy: 42nd Anniversary Edition,Douglas Adams,4.6,100,32.51,Pan Macmillan,245,1-Sep-09
The Jump,Doug Johnstone,4.1,92,32.78,Faber & Faber,304,4-Aug-15
Diabolical,Jana DeLeon,4.8,85,23.59,Jana DeLeon,360,8-Aug-16
Batman: Earth One,Geoff Johns,4.4,634,59.03,DC,146,10-Jul-12
Immortal Hulk Vol. 1: Or Is He Both?,Al Ewing,4.4,97,35.41,Marvel Entertainment,128,21-Nov-18
Powerful Phrases for Dealing with Difficult People: Over 325 Ready-to-Use Words and Phrases for Working with Challenging Personalities,Renee Evenson,,,32.36,AMACOM,240,15-Oct-13
"Business Process Management: Concepts, Languages, Architectures, Edition 2",Mathias Weske,2.5,2,265.39,Springer Science & Business Media,404,3-May-12
The Memoirs of Sherlock Holmes,Arthur Conan Doyle,4.2,3316,0,Simon and Schuster,320,18-Nov-14
The Secrets of Saving and Investing with Alvin Hall: Simple Strategies to Make Your Money Go Further,Alvin Hall,3.7,23,3.9,Hachette UK,30,29-Jan-15
Death in an Elegant City: An English Village Murder Mystery,Sara Rosett,3.9,7,19.65,Sara Rosett,254,30-Apr-16
The Mysterious Affair at Styles,Agatha Christie,4.4,8,8.7,HarperCollins UK,208,17-Jan-13
"Mistborn Trilogy: The Final Empire, The Well of Ascension, The Hero of Ages",Brandon Sanderson,4.7,2700,66.12,Tor Books,1712,1-Feb-11
The Last Wife: An absolutely gripping and emotional page turner with a brilliant twist,Nicola Marsh,4.7,7,14.96,Bookouture,358,11-Oct-19
The Hitchhiker's Guide to the Galaxy: 42nd Anniversary Edition,Douglas Adams,4.6,100,32.51,Pan Macmillan,245,1-Sep-09
Auberon,James S. A. Corey,4.7,15,11.78,Hachette UK,112,12-Nov-19
The Choice of Magic,Michael G. Manning,4.8,124,11.78,Michael Manning,408,16-Aug-19
Night of the Bold (Kings and Sorcerers--Book 6),Morgan Rice,4.3,283,22.47,Morgan Rice,250,6-Nov-15
The Essentials of Finance and Accounting for Nonfinancial Managers,Edward Fields,,,58.99,AMACOM,320,15-Mar-11
The Empty Nest: An unputdownably gripping psychological thriller,Sue Watson,4.7,7,3.71,Bookouture,357,1-Nov-19
The Man in the High Castle,Philip K. Dick,4,624,55.17,Houghton Mifflin Harcourt,272,24-Jan-12
The Red Signal: An Agatha Christie Short Story,Agatha Christie,5,4,7.5,HarperCollins UK,40,1-Sep-11
The Guardians: The explosive new thriller from international bestseller John Grisham,John Grisham,,,98.42,Hachette UK,384,15-Oct-19
Becoming Steve Jobs: The Evolution of a Reckless Upstart into a Visionary Leader,Brent Schlender,4.6,36,70.88,Crown Business,464,24-Mar-15
Antiques Chop,Barbara Allan,4.5,4,29.9,Kensington Books,240,1-Apr-14
The Last Wife: An absolutely gripping and emotional page turner with a brilliant twist,Nicola Marsh,4.7,7,14.96,Bookouture,358,11-Oct-19
"Chronicle of the Unhewn Throne: (The Emperor's Blades, The Providence of Fire, The Last Mortal Bond)",Brian Staveley,4.3,16,129.51,Macmillan,1728,6-Dec-16
The Malady and Other Stories: An Andrzej Sapkowski Sampler,Andrzej Sapkowski,4.8,18,3.9,Hachette UK,96,3-Jul-14
Shattered Bonds,Faith Hunter,4.8,13,31.46,Penguin,400,29-Oct-19
"Eat That Frog!: 21 Great Ways to Stop Procrastinating and Get More Done in Less Time, Edition 3",Brian Tracy,4.7,46,62.82,Berrett-Koehler Publishers,144,17-Apr-17
(FREE SAMPLE) Super 10 Sample Papers for CBSE Class 10 English Language Literature 2nd Edition,Disha Experts,5,1,0,Disha Publications,33,21-Oct-19
I Am Pilgrim: The bestselling Richard & Judy Book Club pick,Terry Hayes,4.4,1130,49.92,Random House,704,18-Jul-13
The Raven,Edgar Allan Poe,3.9,32771,0,Simon and Schuster,32,26-Aug-13
Captivate: The Science of Succeeding with People,Vanessa Van Edwards,4.4,14,66.87,Penguin,288,25-Apr-17
The Queen of Nothing (The Folk of the Air #3),Holly Black,5,11,36.86,Bonnier Zaffre Ltd.,448,19-Nov-19
No Mercy: The brand new novel from the Queen of Crime,Martina Cole,,,98.42,Hachette UK,416,15-Oct-19
Homecoming (A Chloe Fine Psychological Suspense Mystery—Book 5),Blake Pierce,4.6,9,22.47,Blake Pierce,250,29-Oct-19
The Secret,Rhonda Byrne,4.1,9403,47.22,Simon and Schuster,216,26-Feb-07
Bring Me Back,B A Paris,3.8,124,30.71,HarperCollins UK,368,8-Mar-18
"Awaken the Giant Within: How to Take Immediate Control of Your Mental, Emotional, Physical and Financial",Tony Robbins,4.6,250,55.09,Simon and Schuster,544,1-Nov-07
Night of the Bold (Kings and Sorcerers--Book 6),Morgan Rice,4.3,283,22.47,Morgan Rice,250,6-Nov-15
Avengers Vol. 1: Avengers World,Jonathan Hickman,4.2,373,43.28,Marvel Entertainment,152,30-Apr-13
The Fires of Heaven: Book Five of 'The Wheel of Time',Robert Jordan,4.6,580,33.42,Tor Books,704,16-Feb-10
Working With You is Killing Me: Freeing Yourself from Emotional Traps at Work,Katherine Crowley,4,1,78.76,Hachette UK,256,1-Mar-06
"Financial Statements, Revised and Expanded Edition: A Step-by-Step Guide to Understanding and Creating Financial Reports",Thomas Ittelson,4,1,78.73,Red Wheel/Weiser,288,1-Aug-09
The Mysterious Affair at Styles (Poirot),Agatha Christie,4.6,57,19.28,HarperCollins UK,208,14-Oct-10
Mighty Thor Vol. 2: Lords Of Midgard,Jason Aaron,3.3,10,66.91,Marvel Entertainment,160,30-Nov-16
The Way Of Shadows: Book 1 of the Night Angel,Brent Weeks,4.7,185,43.28,Hachette UK,688,11-Jun-09
Antiques Roadkill: A Trash 'n' Treasures Mystery,Barbara Allan,3.3,23,26.15,Kensington Publishing Corp.,288,1-Jul-07
The Jump,Doug Johnstone,4.1,92,32.78,Faber & Faber,304,4-Aug-15
The Eye of the World: Book One of 'The Wheel of Time',Robert Jordan,4.7,1780,36.79,Tor Books,688,15-Sep-00
The Black Box,Michael Connelly,4,85,43.28,Hachette UK,448,22-Nov-12
Indistractable: How to Control Your Attention and Choose Your Life,Nir Eyal,5,2,69.24,Bloomsbury Publishing,400,17-Oct-19
The Raven,Edgar Allan Poe,3.9,32771,0,Simon and Schuster,32,26-Aug-13
No Mercy: The brand new novel from the Queen of Crime,Martina Cole,,,98.42,Hachette UK,416,15-Oct-19
"A Feast for Crows (A Song of Ice and Fire, Book 4)",George R.R. Martin,4.5,832,29.29,HarperCollins UK,864,24-Feb-11
"How to Make Money in Stocks: A Winning System in Good Times and Bad, Fourth Edition: Edition 4",William J. O'Neil,4.3,90,86.64,McGraw Hill Professional,464,12-Apr-09
The Hitchhiker's Guide to the Galaxy: 42nd Anniversary Edition,Douglas Adams,4.6,100,32.51,Pan Macmillan,245,1-Sep-09
How to Understand Business Finance: Edition 2,Bob Cinnamon,3.5,4,46.85,Kogan Page Publishers,176,3-Apr-10
And Then There Were None,Agatha Christie,4.6,510,32.1,HarperCollins UK,224,14-Oct-10
Death of a Bachelorette,Laura Levine,4,7,29.9,Kensington Books,304,1-Jul-17
The Malady and Other Stories: An Andrzej Sapkowski Sampler,Andrzej Sapkowski,4.8,18,3.9,Hachette UK,96,3-Jul-14
The Choice of Magic,Michael G. Manning,4.8,124,11.78,Michael Manning,408,16-Aug-19
You'll Never See Daylight Again,Michaella McCollum,4.3,6,42.16,Kings Road Publishing,476,31-Oct-19
Personal Success (The Brian Tracy Success Library),Brian Tracy,,,29.4,AMACOM,112,6-Jan-16
Freakonomics Rev Ed: A Rogue Economist Explores the Hidden Side of Everything,Steven D. Levitt,3.8,4532,88.69,Harper Collins,336,17-Feb-10
Dark Matter: A Novel,Blake Crouch,4.4,1408,28.61,Broadway Books,368,26-Jul-16
10 Ways to be annoying,James Fries,,,4.43,EDITORA BIBLIOMUNDI SERVIÇOS DIGITAIS LTDA,17,21-Nov-19
Now or Never: A Novel,Elizabeth Adler,4.5,14,31.46,Island Books,448,7-Jul-10
A Dance with Dragons: A Song of Ice and Fire: Book Five,George R. R. Martin,4.5,1799,39.34,Bantam,1040,12-Jul-11
We Should All Be Feminists,Chimamanda Ngozi Adichie,4.2,272,23.85,Vintage,32,29-Jul-14
Venomized,Cullen Bunn,4.5,56,35.41,Marvel Entertainment,136,25-Jul-18
Becoming Steve Jobs: The Evolution of a Reckless Upstart into a Visionary Leader,Brent Schlender,4.6,36,70.88,Crown Business,464,24-Mar-15
We,Yevgeny Zamyatin,4.3,49,7.13,Pan,226,15-Jan-13
Find Me: A Novel,André Aciman,4.7,38,46.88,"Farrar, Straus and Giroux",272,29-Oct-19
Kiss the Girls and Make Them Cry,Mary Higgins Clark,4,1,42.26,Simon and Schuster,400,14-Nov-19
Personal Success (The Brian Tracy Success Library),Brian Tracy,,,29.4,AMACOM,112,6-Jan-16
The Complete Art of War,Sun Tzu,4.7,110,7.84,Simon and Schuster,667,29-Apr-13
Critical Role Vox Machina: Origins: Volume 1,Matthew Mercer,5,15,66.9,Dark Horse Comics,168,15-Oct-19
Wrecking Ball (Diary of a Wimpy Kid Book 14),Jeff Kinney,4.7,166,53.11,Abrams,224,5-Nov-19
Wrecking Ball (Diary of a Wimpy Kid Book 14),Jeff Kinney,4.7,166,53.11,Abrams,224,5-Nov-19
The Memoirs of Sherlock Holmes,Sir Arthur Conan Doyle,4.7,6,2.73,Courier Corporation,208,11-May-12
Death in an Elegant City: An English Village Murder Mystery,Sara Rosett,3.9,7,19.65,Sara Rosett,254,30-Apr-16
After Anna,Alex Lake,4.1,1633,20.51,HarperCollins UK,416,30-Jul-15
Captivate: The Science of Succeeding with People,Vanessa Van Edwards,4.4,14,66.87,Penguin,288,25-Apr-17
Indistractable: How to Control Your Attention and Choose Your Life,Nir Eyal,5,2,69.24,Bloomsbury Publishing,400,17-Oct-19
The Empty Nest: An unputdownably gripping psychological thriller,Sue Watson,4.7,7,3.71,Bookouture,357,1-Nov-19
The Malady and Other Stories: An Andrzej Sapkowski Sampler,Andrzej Sapkowski,4.8,18,3.9,Hachette UK,96,3-Jul-14
And Then There Were None,Agatha Christie,4.6,510,32.1,HarperCollins UK,224,14-Oct-10
The Raven,Edgar Allan Poe,3.9,32771,0,Simon and Schuster,32,26-Aug-13
Platform: Get Noticed in a Noisy World,Michael Hyatt,4.6,18,73.92,HarperCollins Leadership,288,21-May-12
Management (The Brian Tracy Success Library),Brian Tracy,,,38.44,AMACOM,112,15-May-14
"A Game of Thrones: The Story Continues Books 1-5: A Game of Thrones, A Clash of Kings, A Storm of Swords, A Feast for Crows, A Dance with Dragons (A Song of Ice and Fire)",George R.R. Martin,4.5,751,88.06,HarperCollins UK,4544,15-Mar-12
The Man in the High Castle,Philip K. Dick,4,624,55.17,Houghton Mifflin Harcourt,272,24-Jan-12
Kings and Sorcerers Bundle (Books 2 and 3),Morgan Rice,4.5,95,33.72,Morgan Rice,500,25-Feb-16
Getting Away Is Deadly: An Ellie Avery Mystery,Sara Rosett,4,10,26.15,Kensington Publishing Corp.,320,1-Mar-09
The Eye of the World: Book One of 'The Wheel of Time',Robert Jordan,4.7,1780,36.79,Tor Books,688,15-Sep-00
Furies of Calderon,Jim Butcher,4.7,142,14.29,Penguin,672,28-Jun-05
The Last of Us: American Dreams #1,Faith Erin Hicks,4.6,41,7.84,Dark Horse Comics (Single Issues),26,21-Dec-11
Indistractable: How to Control Your Attention and Choose Your Life,Nir Eyal,5,2,69.24,Bloomsbury Publishing,400,17-Oct-19
Indistractable: How to Control Your Attention and Choose Your Life,Nir Eyal,5,2,69.24,Bloomsbury Publishing,400,17-Oct-19
Predictably Irrational: The Hidden Forces that Shape Our Decisions,Dan Ariely,4,3695,29.21,HarperCollins UK,304,6-Mar-09
Mrs. Pollifax Unveiled,Dorothy Gilman,3.9,21,31.46,Ballantine Books,208,31-May-00
Home Work: A Memoir of My Hollywood Years,Julie Andrews,5,1,98.42,Hachette UK,352,15-Oct-19
Avengers Vol. 1: Avengers World,Jonathan Hickman,4.2,373,43.28,Marvel Entertainment,152,30-Apr-13
'Salem's Lot,Stephen King,4.4,247,55.1,Hachette UK,300,11-Dec-08
Batman: Earth One,Geoff Johns,4.4,634,59.03,DC,146,10-Jul-12
"Financial Statements, Revised and Expanded Edition: A Step-by-Step Guide to Understanding and Creating Financial Reports",Thomas Ittelson,4,1,78.73,Red Wheel/Weiser,288,1-Aug-09
Antiques Chop,Barbara Allan,4.5,4,29.9,Kensington Books,240,1-Apr-14
No Mercy: The brand new novel from the Queen of Crime,Martina Cole,,,98.42,Hachette UK,416,15-Oct-19
A Trace of Vice (a Keri Locke Mystery--Book #3),Blake Pierce,4.8,90,18.72,Blake Pierce,250,15-Jun-17
I Am Pilgrim: The bestselling Richard & Judy Book Club pick,Terry Hayes,4.4,1130,49.92,Random House,704,18-Jul-13
How To Win Friends and Influence People,Dale Carnegie,4.3,6615,51.15,Simon and Schuster,320,24-Aug-10
Forever Evil,Geoff Johns,4.6,327,98.42,DC,240,9-Sep-14
Principles: Life and Work,Ray Dalio,4.7,78,59.03,Simon and Schuster,592,19-Sep-17
The Mysterious Affair at Styles (Poirot),Agatha Christie,4.6,57,19.28,HarperCollins UK,208,14-Oct-10
Batman: The Man Who Laughs,Ed Brubaker,4.5,64,59.03,DC,146,7-Apr-15
Platform: Get Noticed in a Noisy World,Michael Hyatt,4.6,18,73.92,HarperCollins Leadership,288,21-May-12
Indistractable: How to Control Your Attention and Choose Your Life,Nir Eyal,5,2,69.24,Bloomsbury Publishing,400,17-Oct-19
Legacy,Shannon Messenger,4.9,46,43.28,Simon and Schuster,816,5-Nov-19
10 Ways to be less consumerist,James Fries,,,4.43,EDITORA BIBLIOMUNDI SERVIÇOS DIGITAIS LTDA,15,21-Nov-19
My Little Pony: The Feats of Friendship #2,Ian Flynn,5,3,15.72,IDW Publishing,30,30-Oct-19
